"","IDROAD","IDREL_A","IDREL_B","N_POST","LENGTH","MAX_SLOPE","AVG_SLOPE","SPEED","TIME"
"914","2006","68","1649",1.5,10.481,27.74,5.27,7.5,84
"915","2007","1649","67",2,15.134,27.25,6.19,7.5,121
"916","2008","1430","360",1.5,12.742,7.96,1.17,8.05,95
"917","2009","1431","1430",1.5,12.37,9.22,1.25,8.14,91
"918","2012","1432","412",2,14.839,15.97,3.17,7.5,119
"919","2013","1432","1433",2.5,20.311,10.75,1.53,7.5,162
"920","2014","1434","1433",2.5,19.191,12.11,2,7.5,154
"921","2016","1284","1435",2.25,17.763,12.79,4.51,7.5,142
"922","2017","1284","1116",1.25,9.925,7.83,1.69,8.75,68
"923","2018","1435","262",2.5,18.436,18.56,3.69,7.5,147
"924","2022","1126","1441",2,14.414,7.25,1.82,7.5,115
"925","2023","574","92",2.5,18.601,13.13,3.47,7.5,149
"926","2024","1442","92",2,9.928,18.35,4.16,7.5,79
"927","2025","1442","1443",2,13.054,15.05,2.89,7.5,104
"928","2026","1444","1443",2,16.448,15.81,3.87,7.5,132
"929","2027","1445","1444",1.75,13.341,12.85,3.94,7.5,107
"930","2028","1446","1445",1.5,12.03,5.65,0.79,8.33,87
"931","2029","1447","1446",1.5,11.459,2.95,0.69,8.52,81
"932","2030","1447","483",2,13.309,8.08,2.02,7.62,105
"933","2038","1454","1453",2.5,17.593,11.04,3.23,7.5,141
"934","2042","1248","185",2.5,14.984,5.24,1.06,7.5,120
"935","2045","301","292",2,16.405,1.18,0.47,7.5,131
"936","2046","1385","1000",3,17.594,13.13,2.04,7.5,141
"937","2053","61","1459",2.5,22.495,7.37,1.45,7.5,180
"938","2054","1459","1174",2,12.564,9.33,1.77,7.93,95
"939","2058","1461","324",2,15.344,8.06,1.9,7.5,123
"940","2061","1462","1434",1.5,12.42,10.72,1.55,8.05,93
"941","2062","1463","1462",1.5,13.946,10.56,1.68,7.55,111
"942","2063","1463","413",2,9.899,11.51,3.9,7.66,78
"943","2064","1464","1434",1.5,13.621,17.1,2.57,7.5,109
"944","2065","1464","1404",2.5,17.911,3.92,0.93,7.5,143
"945","2073","1020","1012",1.5,15.519,10.6,2.88,7.5,124
"946","2074","1020","1469",2,13.515,10.7,1.63,7.69,105
"947","2079","1633","3",1.5,6.37,72.75,30.87,7.5,51
"948","2080","1633","2",1.5,6.28,10.69,4.17,8.56,44
"949","2081","1","1471",1.5,10.734,26.1,7.36,7.5,86
"950","2082","1471","1325",2.5,19.147,7.91,0.84,7.5,153
"951","2083","400","1632",2,17.742,4.13,1,7.5,142
"952","2084","1632","1325",2,14.772,4.03,0.83,7.5,118
"953","2085","504","1018",NA,13.607,8.76,2.1,7.5,109
"954","2092","311","443",2.5,19.028,7.02,1.49,7.5,152
"955","2093","899","1477",2,13.591,59.45,11.07,7.5,109
"956","2095","1476","898",2.5,18.544,37.7,9.45,7.5,148
"957","2096","177","1476",2.5,20.223,10.73,2.82,7.5,162
"958","2097","1478","959",2.5,29.843,9.39,1.99,7.5,239
"959","2101","746","1480",1.5,13.388,9.25,1.61,7.74,104
"960","2102","1481","414",2,15.727,15.77,3.26,7.5,126
"961","2103","1481","1404",2.25,16.398,15.9,2.5,7.5,131
"962","2104","1482","937",1.5,12.317,5.13,1.63,8.05,92
"963","2107","1435","1283",2,15.568,12.95,3.78,7.5,125
"964","2108","714","1585",2.75,21.852,4.61,1,7.5,175
"965","2109","1485","1484",1.5,33.995,8.82,2.43,7.5,272
"966","2110","718","1486",1,4.933,3.7,1.28,10.36,29
"967","2111","313","1486",2,15.849,5.09,1.09,7.5,127
"968","2115","1385","414",2.25,17.92,20.11,1.74,7.5,143
"969","2116","1116","1114",2.5,19.235,13.21,2.75,7.5,154
"970","2119","1435","271",1.5,10.195,10.02,3.47,7.84,78
"971","2120","1490","962",2,17.043,9.64,2.66,7.5,136
"972","2121","1490","1478",2,15.444,15.39,3.89,7.5,124
"973","2122","19","1626",2,14.256,12.73,2.54,7.5,114
"974","2123","17","1626",2,16.245,15.88,2.97,7.5,130
"975","2124","20","1491",2,14.536,8.11,2.21,7.5,116
"976","2125","313","1491",1.5,9.916,5.65,0.9,8.95,66
"977","2126","1487","18",1.5,10.214,5.13,1.57,8.7,70
"978","2127","1487","15",1.5,11.254,4.56,1.43,8.43,80
"979","2136","1472","1084",1.5,12.936,10.63,2.3,7.62,102
"980","2137","1049","857",2.25,16.797,2.46,0.95,7.5,134
"981","2139","1499","1500",1.5,10.347,10.55,3.29,7.9,79
"982","2140","1501","1500",2,18.896,8.03,2.03,7.5,151
"983","2141","1634","1501",1,5.983,2.89,0.85,10.14,35
"984","2142","1634","1502",1.5,13.184,4.09,1.54,7.82,101
"985","2143","1503","1502",1.75,14.23,6.67,2.65,7.5,114
"986","2144","1504","1503",1,14.808,19.31,2.84,7.5,118
"987","2145","478","1637",2,17.596,7.69,2.55,7.5,141
"988","2146","1637","1506",1.5,11.411,7.03,2.7,7.89,87
"989","2150","1509","1508",1.5,10.568,4.72,1.7,8.55,74
"990","2153","1640","1365",2,14.617,8.65,2.14,7.5,117
"991","2154","1511","1510",2,14.214,4.07,0.98,7.64,112
"992","2155","1512","1511",1.5,11.739,9.69,1.56,8.25,85
"993","2158","1514","163",2.5,22.532,4.32,1.28,7.5,180
"994","2159","1515","1514",3,21.969,6.74,1.64,7.5,176
"995","2160","1515","170",3,20.717,6.04,1.68,7.5,166
"996","2161","1516","170",2.5,19.481,7.54,1.3,7.5,156
"997","2162","1516","174",2.5,18.304,6.69,0.87,7.5,146
"998","2164","1078","277",2,11.003,31.12,5.96,7.5,88
"999","2165","1518","259",2,14.572,21.63,4.3,7.5,117
"1000","2166","1518","846",1.5,13.017,5.5,1.46,7.89,99
"1001","2167","1519","846",1.5,13.197,2.64,1.06,7.93,100
"1002","2168","1519","270",2,18.728,11.89,2.18,7.5,150
"1003","2170","1520","1521",1,8.353,3.97,1.79,9.19,55
"1004","2173","1524","1523",2.5,20.147,5.46,1.3,7.5,161
"1005","2174","1524","160",2,13.122,2.9,0.72,8.01,98
"1006","2175","1521","1485",1.5,11.639,7.78,2.2,8.05,87
"1007","2176","1517","1485",3,22.857,8.24,1.99,7.5,183
"1008","2177","1525","1517",2,13.903,8.87,2.5,7.5,111
"1009","2178","937","1525",2.5,20.808,6.29,2.06,7.5,166
"1010","2179","1525","1484",3,21.731,10.11,2.67,7.5,174
"1011","2180","1526","1484",2.5,20.081,5.82,2.01,7.5,161
"1012","2181","1610","1526",1.5,10.854,6.57,2.24,8.27,79
"1013","2182","1610","1527",1.5,11.481,7.82,2.89,7.78,89
"1014","2183","1527","956",2,14.916,13.96,1.57,7.5,119
"1015","2187","1133","980",2,15.198,8.07,2.07,7.5,122
"1016","2191","502","1486",1.5,10.871,10.06,1.8,8.43,77
"1017","2194","1125","1531",1.5,10.502,23.86,5.1,7.5,84
"1018","2202","881","882",2.25,16.834,15.61,3.11,7.5,135
"1019","2206","1643","550",2,14.738,12.32,4.28,7.5,118
"1020","2207","1643","390",1.5,8.9,14.18,3.98,7.9,68
"1021","2210","21","27",2,14.916,6.17,1.22,7.5,119
"1022","2211","24","21",2,13.909,2.32,0.33,7.82,107
"1023","2212","546","24",1.5,12.011,1.93,0.56,8.37,86
"1024","2213","287","282",1.5,10.381,2.99,1.05,8.78,71
"1025","2214","285","280",1.5,13.248,8.2,2.06,7.63,104
"1026","2215","280","286",1.5,12.516,5.12,0.8,8.18,92
"1027","2216","286","281",1.75,14.277,6.42,1.62,7.5,114
"1028","2217","283","210",2,17.084,7.9,1.15,7.5,137
"1029","2218","283","281",1.75,12.879,3.18,0.42,8.12,95
"1030","2221","534","426",1.5,12.694,15.8,2.66,7.53,101
"1031","2222","426","421",2,15.401,9.87,1.54,7.5,123
"1032","2223","1538","388",1,8.415,14.19,2.2,9.02,56
"1033","2224","1540","1428",1.5,9.861,17.81,6.31,7.5,79
"1034","2225","1540","1539",1,10.621,12.72,2.69,8.14,78
"1035","2228","127","1570",2.5,16.994,10.42,2.83,7.5,136
"1036","2229","123","1570",2,17.382,5.42,1.18,7.5,139
"1037","2242","1550","269",1.5,11.902,18.04,1.76,8.13,88
"1038","2243","1550","267",1.5,9.492,14.14,4.53,7.5,76
"1039","2244","1627","261",1.5,11.652,7.49,1.16,8.38,83
"1040","2245","274","1627",2,14.874,13.71,3.18,7.5,119
"1041","2251","1554","1166",1.5,13.706,14.14,4.19,7.5,110
"1042","2252","1555","1554",2.5,19.997,19.09,3.72,7.5,160
"1043","2253","1555","1158",1.25,7.569,9.28,2.34,9.22,49
"1044","2254","1556","1554",3,22.332,6.53,1.62,7.5,179
"1045","2255","1556","1116",1.5,11.63,18.2,4.42,7.5,93
"1046","2259","317","443",2,18.783,7.77,1.34,7.5,150
"1047","2260","321","443",2,19.06,7.81,1.35,7.5,152
"1048","2261","1518","847",3,19.556,20.01,4.97,7.5,156
"1049","2265","1248","1319",2.25,17.901,6.9,1.62,7.5,143
"1050","2266","1248","1318",2,14.501,7.1,1.79,7.5,116
"1051","2267","1488","962",2.5,16.454,10.02,2.45,7.5,132
"1052","2273","1562","92",2,14.805,19.13,5.64,7.5,118
"1053","2276","1564","1565",2.5,17.445,16.43,4.39,7.5,140
"1054","2277","1564","1454",2,14.5,15.78,2.73,7.5,116
"1055","2278","1566","1565",1.5,13.551,13.81,1.68,7.67,106
"1056","2279","1566","39",2.5,17.664,1.33,0.22,7.5,141
"1057","2280","1531","1158",1.5,11.744,18.22,4.59,7.5,94
"1058","2281","1534","1146",2,16.226,12.14,3.1,7.5,130
"1059","2282","1138","1534",1.5,12.126,1.51,0.34,8.35,87
"1060","2284","1567","1146",2,14.751,13.11,2.86,7.5,118
"1061","2289","1618","863",1,6.804,1.93,1,9.86,41
"1062","2290","1618","124",1.5,12.445,7.95,1.77,7.97,94
"1063","2291","1619","124",1.5,11.223,7.44,1.2,8.49,79
"1064","2292","1619","428",1,6.85,3.76,0.69,9.9,42
"1065","2293","407","1568",1.5,13.375,7.23,0.56,7.96,101
"1066","2294","1569","126",1.5,7.529,11.28,2.18,9.29,49
"1067","2295","1569","430",1,11.552,9.36,2.09,8.12,85
"1068","2301","1572","174",2,14.367,8.71,0.76,7.63,113
"1069","2302","1573","1545",1.5,9.661,3.15,0.43,9.08,64
"1070","2303","1574","1573",2,16.279,8.84,1.72,7.5,130
"1071","2304","1575","1574",1.5,11.129,6.26,1.81,8.35,80
"1072","2305","122","1576",2,16.736,6.31,0.84,7.5,134
"1073","2306","1576","879",2,13.738,1.93,0.5,7.85,105
"1074","2307","1575","879",2,12.94,11.29,1.6,7.87,99
"1075","2308","1577","1360",1.25,9.323,1.85,0.56,9.17,61
"1076","2309","1578","1577",1.5,12.002,4.92,1.12,8.28,87
"1077","2310","1579","1578",1.5,13.28,6.12,0.87,7.94,100
"1078","2311","1579","434",2.5,17.579,5.99,1.25,7.5,141
"1079","2313","47","781",1,7.92,3.39,1.36,9.45,50
"1080","2314","1580","154",1.5,11.811,9.61,1.91,8.11,87
"1081","2315","1580","159",2.25,15.066,10.83,2.32,7.5,121
"1082","2316","1581","900",2,15.1,15.3,3.02,7.5,121
"1083","2317","1581","592",1,8.045,20.31,3.95,8.18,59
"1084","2318","1582","100",2,10.885,20.77,4.96,7.5,87
"1085","2319","1582","1170",1.5,7.593,36.56,11.19,7.5,61
"1086","2322","182","175",2,13.416,22.34,3.87,7.5,107
"1087","2323","1482","936",1.5,18.832,3.65,0.96,7.5,151
"1088","2324","1584","117",1.5,10.211,11.76,2.48,8.36,73
"1089","2325","1584","121",1.25,9.964,5.07,1.09,8.9,67
"1090","2326","753","435",2,13.3,7.57,1.59,7.77,103
"1091","2328","738","504",2,16.498,9.94,3.14,7.5,132
"1092","2330","1390","236",2,17.8,5.85,1.59,7.5,142
"1093","2331","1390","981",3,21.719,6.35,0.89,7.5,174
"1094","2334","1586","1585",2,15.24,7.72,1.54,7.5,122
"1095","2336","1587","269",2.5,18.381,14.67,2.13,7.5,147
"1096","2337","680","244",2,17.259,3.1,0.47,7.5,138
"1097","2338","693","242",2,17.063,4.22,0.94,7.5,137
"1098","2339","693","752",2,16.67,5.78,1.35,7.5,133
"1099","2340","1567","1076",1.5,10.92,10.83,2.39,8.19,80
"1100","2341","1567","1534",2,6.444,14.5,4.73,8.1,48
"1101","2342","1077","1534",2,13.921,4.15,1.2,7.69,109
"1102","2343","1588","212",2,14.624,4.08,0.86,7.54,116
"1103","2346","165","1592",2,16.505,3.99,1.11,7.5,132
"1104","2347","1592","1591",1.25,9.602,5.21,1.37,8.94,64
"1105","2350","1593","607",1.5,10.807,7.06,2.47,8.18,79
"1106","2351","1593","86",2,13.582,11.94,4.08,7.5,109
"1107","2352","1594","454",2.75,21.526,2.84,0.46,7.5,172
"1108","2353","1595","18",1.5,13.065,4.58,2.02,7.7,102
"1109","2354","1595","1180",1.75,13.367,7.44,2.34,7.5,107
"1110","2364","1599","179",1.5,12.98,32.08,7.5,7.5,104
"1111","2372","1601","510",2,16.114,11.64,2.98,7.5,129
"1112","2379","371","1603",1.5,13.261,10.65,2.42,7.5,106
"1113","2380","1603","370",1.5,11.216,23.08,6.27,7.5,90
"1114","2381","1457","370",1,8.809,14.44,3.14,8.45,63
"1115","2382","1604","372",1,11.116,5.07,0.72,8.62,77
"1116","2383","1604","1457",1.5,11.511,3.17,1,8.45,82
"1117","2384","486","1609",1,4.837,0.46,0.26,10.54,28
"1118","2385","1609","1608",2,17.608,11.07,2.96,7.5,141
"1119","2386","1608","1607",2.5,18.809,9.98,2.53,7.5,150
"1120","2387","1607","39",2.5,19.75,11.81,1.2,7.5,158
"1121","2390","2202","1480",1.25,9.411,9.51,1.39,8.99,63
"1122","2391","2202","1404",1.5,11.547,2.23,0.78,8.48,82
"1123","2392","995","1701",2,14.921,7.58,2.46,7.5,119
"1124","2393","994","1701",1.5,12.216,7.77,2.25,7.86,93
"1125","2396","2209","225",2.5,17.58,4.74,1.07,7.5,141
"1126","2397","2209","1568",21,14.934,6.95,1.55,7.5,119
"1127","2400","1703","1545",1.5,9.005,8.19,1.63,9.05,60
"1128","2401","1700","468",1,8.601,2.16,0.76,9.36,55
"1129","2402","1700","1366",1.5,11.673,6.46,1.68,8.23,85
"1130","2405","639","2226",2,10.683,3.87,0.94,8.71,74
"1131","2406","523","2226",1,5.371,2.59,0.79,10.33,31
"1132","2407","1948","1300",1.25,7.998,11.01,3.82,8.28,58
"1133","2408","1948","1255",1.75,12.96,11.49,3.95,7.5,104
"1134","2411","1707","1594",2,16.329,13.72,4.3,7.5,131
"1135","2412","1901","48",1.5,12.353,17.64,5.12,7.5,99
"1136","2416","2214","477",1,10.359,12.85,3.5,7.77,80
"1137","2417","475","2214",1.5,10.752,6.85,2.37,8.25,78
"1138","2418","478","1930",1.5,10.647,6.1,2.73,8.11,79
"1139","2419","1338","1930",1.5,7.815,13.67,4.33,7.98,59
"1140","2422","1341","2216",2,10.875,31.83,5.06,7.5,87
"1141","2423","1342","2216",1.5,8.855,9.82,3.62,8.15,65
"1142","2424","2197","1505",1,9.829,14.11,2.75,8.35,71
"1143","2425","2197","1381",1.5,8.006,8.1,2.34,9.08,53
"1144","2426","352","2217",1.5,14.493,36.8,6.2,7.5,116
"1145","2427","346","2217",1,4.791,18.67,8.48,7.5,38
"1146","2441","1752","517",1.5,12.072,2.27,1.7,8.1,89
"1147","2449","2222","131",1.5,10.849,0.91,0.35,8.73,75
"1148","2450","2222","1230",1.75,14.142,10.15,1.4,7.57,112
"1149","2451","1705","1590",1.5,12.358,1.69,0.56,8.26,90
"1150","2452","1705","1591",2,10.1,4.15,1.37,8.79,69
"1151","2455","1670","1285",1.5,8.149,6.69,2.49,8.98,54
"1152","2456","806","686",2,18.645,0.92,0.24,7.5,149
"1153","2457","1291","1698",1.5,14.213,3.18,0.58,7.7,111
"1154","2458","1698","1253",1.5,7.701,1.29,0.21,9.69,48
"1155","2459","2206","373",2,18.102,0.63,0.14,7.5,145
"1156","2460","2206","1103",1.5,13.185,0.32,0.11,8.04,98
"1157","2467","1695","166",1.5,14.123,4.54,0.35,7.75,109
"1158","2468","12","2196",1.5,13.124,11.72,2,7.69,102
"1159","2469","19","2196",2,15.505,12.46,3.45,7.5,124
"1160","2470","1745","1469",1.5,11.368,5.45,1.13,8.47,81
"1161","2471","1831","1654",1,8.952,8.19,2.28,8.82,61
"1162","2472","1819","1831",2,11.346,14.23,2.28,8.11,84
"1163","2473","1819","1640",1.5,10.69,16.17,2.62,8.15,79
"1164","2474","1819","1510",2.5,11.728,8.07,2.68,7.81,90
"1165","2476","2211","1240",2.5,19.115,9.88,2.41,7.5,153
"1166","2480","1739","1562",1.5,11.951,7.4,2.48,7.84,91
"1167","2481","1739","1276",1.5,13.103,6.9,2.2,7.61,103
"1168","2482","2205","1127",1.5,9.605,4.41,1.5,8.9,65
"1169","2483","2205","1472",2,17.113,4.46,1.72,7.5,137
"1170","2484","2208","1313",1.5,10.164,29.03,6.33,7.5,81
"1171","2485","1314","2208",1.5,8.905,18.05,4.12,7.8,68
"1172","2487","1791","1257",2,14.493,16.86,4.37,7.5,116
"1173","2488","1256","1791",2,15.803,11.68,2.93,7.5,126
"1174","2489","2211","174",2.5,19.932,11.39,1.45,7.5,159
"1175","2490","1753","322",1.75,13.259,9.17,1.89,7.68,104
"1176","2491","1753","866",1.25,9.492,13.56,2.87,8.39,68
"1177","2492","232","228",1.5,15.486,12.62,1.14,7.5,124
"1178","2493","791","171",1.5,12.929,4.4,1.43,7.93,98
"1179","2494","331","333",3.5,27.863,14.16,2.02,7.5,223
"1180","2495","1754","1104",1,4.94,0.87,0.34,10.51,28
"1181","2496","1755","1754",1,10.424,4.43,0.49,8.85,71
"1182","2497","1757","1756",2.25,18.374,2.01,0.63,7.5,147
"1183","2498","1756","1755",2.5,13.718,10.23,2.96,7.5,110
"1184","2499","1758","1125",3.5,28.208,41.01,10.2,7.5,226
"1185","2500","1754","381",1.5,10.373,1.89,0.61,8.85,70
"1186","2501","1759","381",2,15.401,0.88,0.31,7.5,123
"1187","2502","1759","710",1.25,10.072,0.72,0.26,8.97,67
"1188","2503","1760","373",1.5,9.973,0.45,0.13,9.01,66
"1189","2504","364","1760",2,14.682,0.54,0.1,7.59,116
"1190","2509","1754","1691",1.5,11.934,9.31,1.7,8.14,88
"1191","2510","1767","804",2.25,17.501,4.28,1.5,7.5,140
"1192","2511","1767","489",1.5,11.3,10.69,1.93,8.26,82
"1193","2512","1756","804",2.25,15.535,18.03,3.41,7.5,124
"1194","2513","1759","1756",2.25,15.961,0.92,0.16,7.5,128
"1195","2514","1768","1293",1.5,9.962,8.77,1.78,8.71,69
"1196","2515","1768","1294",1.5,12.513,7.13,0.85,8.18,92
"1197","2516","1296","1278",3,19.275,16.67,1.46,7.5,154
"1198","2517","1769","1121",1.75,15.474,14.74,1.8,7.5,124
"1199","2518","1769","1123",1,7.845,9.74,3.55,8.5,55
"1200","2519","1567","1138",1.5,15.605,12.59,3.78,7.5,125
"1201","2520","806","683",2,13.738,12.52,3,7.5,110
"1202","2521","242","683",2,17.847,6.27,0.92,7.5,143
"1203","2522","508","301",2,17.942,2.16,0.79,7.5,144
"1204","2526","1772","1316",NA,18.508,11.49,5.15,7.5,148
"1205","2528","1312","1249",2,9.159,35.48,8,7.5,73
"1206","2529","1318","1312",1,7.382,34.5,7.62,7.5,59
"1207","2530","1773","145",1.5,11.552,2.23,0.67,8.49,82
"1208","2531","1773","1377",1.5,11.125,3.5,0.53,8.64,77
"1209","2532","1774","1377",1.75,13.336,8.77,1.49,7.79,103
"1210","2533","1775","1774",1,7.102,5,1.55,9.64,44
"1211","2534","1776","1775",1.25,9.708,3.27,0.84,9.02,65
"1212","2535","1897","1777",1.25,9.155,2.31,0.61,9.22,60
"1213","2536","1898","1777",1.5,12.855,9.5,0.97,8.05,96
"1214","2537","1898","1778",1.5,8.894,2.71,0.76,9.28,58
"1215","2538","1781","1780",1.25,10.966,4.35,0.73,8.66,76
"1216","2539","1780","1779",1.75,13.582,3.41,0.91,7.85,104
"1217","2540","1779","1778",1.5,11.63,6.22,0.99,8.42,83
"1218","2541","1782","1781",1.5,12.233,2.71,0.91,8.25,89
"1219","2542","1782","1294",3,24.267,10.21,2.28,7.5,194
"1220","2543","1783","1777",2,15.716,5.69,1.4,7.5,126
"1221","2544","1784","1783",2.5,21.582,5.63,1.35,7.5,173
"1222","2545","1899","1784",2.5,21.78,14.41,1.99,7.5,174
"1223","2546","1785","1899",1.5,10.913,15.07,3.37,7.68,85
"1224","2547","1785","927",1.75,12.572,15.44,2.34,7.71,98
"1225","2548","1782","761",1.75,15.111,4.44,0.93,7.5,121
"1226","2550","1900","1657",1,4.817,3.51,1.21,10.41,28
"1227","2551","1358","76",2,14.378,1.88,0.54,7.66,113
"1228","2552","1786","934",2,15.08,3.8,1.16,7.5,121
"1229","2553","1786","972",1,9.008,4.42,1.23,9.15,59
"1230","2554","967","965",3,19.042,13.97,3.41,7.5,152
"1231","2555","1657","1349",1.25,11.25,6.64,2.1,8.21,82
"1232","2556","1349","1348",1.5,12.814,3.14,1.08,8.04,96
"1233","2557","1787","1661",2,12.925,22.73,2.13,7.69,101
"1234","2558","1787","1379",2.5,15.816,15.04,3.78,7.5,127
"1235","2559","1379","450",1,7.453,3.11,0.51,9.74,46
"1236","2560","454","450",2.5,20.479,3.95,0.49,7.5,164
"1237","2561","454","1788",2.5,22.557,11.02,1.23,7.5,180
"1238","2562","139","1788",1.5,9.538,1.34,0.3,9.13,63
"1239","2563","918","46",2,15.505,12.84,3.12,7.5,124
"1240","2564","1901","1902",1.5,8.771,4.79,1.56,9.14,58
"1241","2565","1902","463",2.5,19.878,27.42,5.36,7.5,159
"1242","2566","1789","457",1.5,13.779,25.13,4.27,7.5,110
"1243","2567","1789","460",1,7.788,17.47,4.85,7.61,61
"1244","2568","1790","28",2,12.538,9.91,1.64,7.98,94
"1245","2569","1790","30",2,7.018,27.58,7.49,7.5,56
"1246","2570","1792","1793",2.5,22.241,4.69,0.93,7.5,178
"1247","2571","1794","1793",2.5,19.813,5.33,0.91,7.5,159
"1248","2572","1009","65",2,14.904,13.52,3.71,7.5,119
"1249","2573","235","1408",2.5,21.932,16.9,3.86,7.5,175
"1250","2574","1411","238",2,11.109,8,2.93,7.87,85
"1251","2575","1394","1795",2,17.893,8.92,1.78,7.5,143
"1252","2576","1795","1413",1,9.538,5.52,1.97,8.77,65
"1253","2577","1521","1523",3,23.572,13.5,2.27,7.5,189
"1254","2578","1408","1796",1.5,11.902,10.5,2.19,7.98,90
"1255","2579","241","1796",1.5,12.814,12.06,2.06,7.76,99
"1256","2580","1797","899",2,13.672,12.58,2.36,7.5,109
"1257","2581","1798","1797",1.5,10.651,8.08,2.87,8.04,80
"1258","2582","1799","1798",1.25,8.814,12.26,4.04,7.89,67
"1259","2583","1888","1799",1.5,10.797,11.9,4.72,7.5,86
"1260","2584","1888","1800",1.5,6.774,24.21,8.1,7.5,54
"1261","2585","1889","1800",2,11.64,45.32,10.09,7.5,93
"1262","2586","1889","507",1.75,16.097,9.93,3.47,7.5,129
"1263","2587","1572","1801",1.5,13.718,7,1.92,7.54,109
"1264","2588","300","288",2,17.723,4.74,1.67,7.5,142
"1265","2589","1802","1068",1.5,10.651,5.9,1.2,8.67,74
"1266","2590","1487","1063",2,14.56,6.38,1.86,7.5,116
"1267","2591","304","1803",1,8.987,2.59,1.17,9.17,59
"1268","2592","877","1803",2,8.415,4.32,1.49,9.27,54
"1269","2595","1805","1675",1.5,11.662,14.71,2.28,8.01,87
"1270","2596","887","1805",1.75,14.203,4.17,0.88,7.66,111
"1271","2597","672","1441",2.5,19.962,13.39,3.11,7.5,160
"1272","2598","672","1334",1.5,9.851,6,1.66,8.78,67
"1273","2599","1806","1136",2,14.656,22.8,6.24,7.5,117
"1274","2600","1806","271",1,8.286,7.23,2.9,8.74,57
"1275","2602","1807","1599",1.5,10.057,51.62,11.23,7.5,80
"1276","2603","1807","899",1.5,9.569,36.72,10.62,7.5,77
"1277","2604","1890","1477",1.5,10.777,17.28,2.97,7.95,81
"1278","2605","1890","1808",1.5,9.494,48.32,12.91,7.5,76
"1279","2606","1809","1808",1.5,10.001,43.54,9.78,7.5,80
"1280","2607","1810","1809",1.5,10.331,97.83,21.97,7.5,83
"1281","2608","1811","1810",1.5,9.981,102.24,23.33,7.5,80
"1282","2609","1812","1811",2,11.597,83.89,11.96,7.5,93
"1283","2610","1813","1812",2,11.982,42.33,11.73,7.5,96
"1284","2611","1814","1813",1.5,7.102,67.62,20.04,7.5,57
"1285","2612","1816","1814",1,5.349,26.16,10.88,7.5,43
"1286","2613","1816","1815",2,10.465,67.99,20.44,7.5,84
"1287","2614","1395","1394",2.5,20.624,10.24,2.31,7.5,165
"1288","2615","1394","1390",6,45.979,11.4,1.91,7.5,368
"1289","2616","277","1601",3.5,29.347,15.67,3.23,7.5,235
"1290","2617","367","1817",2,14.682,9.55,1.4,7.5,117
"1291","2618","376","1817",1.5,11.772,9.98,3.92,7.5,94
"1292","2619","1504","1818",1.5,12.165,14.77,3.47,7.5,97
"1293","2620","1818","1505",1.5,12.72,6.51,2.09,7.77,98
"1294","2621","1891","1499",1.5,12.167,24.21,6.93,7.5,97
"1295","2622","1891","1339",2,13.631,19.78,5.82,7.5,109
"1296","2623","1819","1509",2.5,20.527,12.37,2.22,7.5,164
"1297","2624","1892","1512",1.75,13.793,6.91,2.54,7.5,110
"1298","2625","1355","1892",1.5,11.477,11.42,2.29,8.06,85
"1299","2626","1165","1554",4,29.597,15.3,3.39,7.5,237
"1300","2627","1820","1554",2.25,20.49,9.43,2.82,7.5,164
"1301","2628","1820","1383",2.75,28.181,15.29,3.05,7.5,225
"1302","2629","658","473",2.5,16.227,6.75,1.28,7.5,130
"1303","2630","1821","433",1,7.211,2.6,1.21,9.7,45
"1304","2631","1821","661",1.75,13.408,1.78,0.63,7.94,101
"1305","2632","1823","1172",2,14.725,2.62,0.49,7.56,117
"1306","2633","1823","1822",1.5,10.042,3.26,1,8.89,68
"1307","2634","1822","433",1.5,11.543,2.74,0.87,8.47,82
"1308","2635","33","1824",2.5,15.5,5.86,1.53,7.5,124
"1309","2638","300","853",2.5,19.069,2.88,1.16,7.5,153
"1310","2639","1050","853",3,23.047,0,0,7.5,184
"1311","2641","409","1886",1.5,11.451,3.55,1.01,8.47,81
"1312","2642","495","1886",1,7.22,6.38,1.69,9.56,45
"1313","2643","1590","1588",3,19.801,2.56,0.64,7.5,158
"1314","2644","1193","1192",2,16.156,7.66,2.08,7.5,129
"1315","2645","1193","645",3,19.416,6.95,2.6,7.5,155
"1316","2646","1828","86",2,13.433,10.27,3.28,7.5,107
"1317","2647","1828","85",1.75,12.115,16.29,5.24,7.5,97
"1318","2648","85","80",2.5,23.308,43.2,8.22,7.5,186
"1319","2649","608","80",2,20.555,40.11,7.82,7.5,164
"1320","2650","608","66",1.5,23.496,15.17,3.86,7.5,188
"1321","2651","1829","492",2,15.274,10.68,2.29,7.5,122
"1322","2652","1829","430",3.5,19.305,6.75,1.26,7.5,154
"1323","2653","216","1707",3,16.905,14.17,3.62,7.5,135
"1324","2654","166","627",1.5,12.87,9.27,1.3,7.98,97
"1325","2655","1830","1369",1.5,13.018,4.28,0.84,8.03,97
"1326","2656","1830","214",1.5,12.408,2.88,0.79,8.22,91
"1327","2657","924","923",2,15.654,7.65,1.42,7.5,125
"1328","2658","925","474",2,12.12,8.47,1.74,8.08,90
"1329","2659","70","1654",2,10.908,8.17,2.51,8.14,80
"1330","2660","1832","635",1.25,9.772,3.2,0.97,8.98,65
"1331","2661","635","1722",2,12.971,3.14,1.02,8.01,97
"1332","2662","875","634",1,13.33,6.78,2.28,7.51,106
