dataset,C_DC_5,C_SC_9,bucket,n,min_value,max_value,share
Aedu,3,2,0.5 to < Q3,60,0.509824216,1.302045822,1.3
Aedu,3,3,Top 25% (>= Q3),0,,,0
Aedu,3,3,Zero (== 0),2384,0,0,100
Aedu,3,3,< 0.5 (non-zero),0,,,0
Aedu,3,3,0.5 to < Q3,0,,,0
Aedu,3,4,Top 25% (>= Q3),0,,,0
Aedu,3,4,Zero (== 0),2499,0,0,94.1
Aedu,3,4,< 0.5 (non-zero),137,0.004512191,0.485234618,5.2
Aedu,3,4,0.5 to < Q3,19,0.50311178,0.929464817,0.7
Aedu,3,5,Top 25% (>= Q3),0,,,0
Aedu,3,5,Zero (== 0),558,0,0,99.6
Aedu,3,5,< 0.5 (non-zero),1,0.242009997,0.242009997,0.2
Aedu,3,5,0.5 to < Q3,1,0.651149273,0.651149273,0.2
Aedu,3,6,Top 25% (>= Q3),0,,,0
Aedu,3,6,Zero (== 0),3786,0,0,91.5
Aedu,3,6,< 0.5 (non-zero),267,0.000122428,0.494133949,6.5
Aedu,3,6,0.5 to < Q3,85,0.506438971,1.01420784,2
Aedu,4,1,Top 25% (>= Q3),677,1.313930035,2.500270844,8.4
Aedu,4,1,Zero (== 0),2026,0,0,25.1
Aedu,4,1,< 0.5 (non-zero),2103,0.000185609,0.499708652,26
Aedu,4,1,0.5 to < Q3,3268,0.500278592,1.312578559,40.5
Aedu,4,4,Top 25% (>= Q3),3976,1.314074993,3.347006559,34.6
Aedu,4,4,Zero (== 0),1649,0,0,14.3
Aedu,4,4,< 0.5 (non-zero),2666,0.000242233,0.499978483,23.2
Aedu,4,4,0.5 to < Q3,3215,0.500299871,1.313062191,27.9
Aedu,4,5,Top 25% (>= Q3),0,,,0
Aedu,4,5,Zero (== 0),252,0,0,38.4
Aedu,4,5,< 0.5 (non-zero),405,0.000117302,0.482534587,61.6
Aedu,4,5,0.5 to < Q3,0,,,0
Aedu,4,6,Top 25% (>= Q3),164,1.323420763,2.132146835,9.1
Aedu,4,6,Zero (== 0),463,0,0,25.8
Aedu,4,6,< 0.5 (non-zero),373,0.00574863,0.496649683,20.8
Aedu,4,6,0.5 to < Q3,797,0.501584649,1.313225985,44.3
Aedu,4,7,Top 25% (>= Q3),30552,1.313516259,9.797656059,19.8
Aedu,4,7,Zero (== 0),25761,0,0,16.7
Aedu,4,7,< 0.5 (non-zero),42432,2.34842E-05,0.49999243,27.5
Aedu,4,7,0.5 to < Q3,55540,0.500017643,1.313301563,36
Aedu,4,8,Top 25% (>= Q3),1143,1.313496828,6.442563534,15
Aedu,4,8,Zero (== 0),1164,0,0,15.3
Aedu,4,8,< 0.5 (non-zero),2920,3.83258E-05,0.499900639,38.3
Aedu,4,8,0.5 to < Q3,2389,0.500112116,1.312084079,31.4
Aedu,5,5,Top 25% (>= Q3),0,,,0
Aedu,5,5,Zero (== 0),2,0,0,8.3
Aedu,5,5,< 0.5 (non-zero),0,,,0
Aedu,5,5,0.5 to < Q3,22,0.627208292,1.308066726,91.7
Aedu,5,6,Top 25% (>= Q3),3,1.440841198,1.473763466,3.9
Aedu,5,6,Zero (== 0),23,0,0,30.3
Aedu,5,6,< 0.5 (non-zero),34,0.080072165,0.470560908,44.7
Aedu,5,6,0.5 to < Q3,16,0.549659967,1.1818645,21.1
Aedu,5,7,Top 25% (>= Q3),7971,1.313444734,5.866558552,25.8
Aedu,5,7,Zero (== 0),4075,0,0,13.2
Aedu,5,7,< 0.5 (non-zero),7409,5.06639E-06,0.499879479,24
Aedu,5,7,0.5 to < Q3,11455,0.500026882,1.31334734,37
Aedu,5,8,Top 25% (>= Q3),2875,1.3139112,6.848983765,33.7
Aedu,5,8,Zero (== 0),736,0,0,8.6
Aedu,5,8,< 0.5 (non-zero),2335,0.000111222,0.499850452,27.3
Aedu,5,8,0.5 to < Q3,2596,0.500031948,1.312818646,30.4
Aedu,5,9,Top 25% (>= Q3),127884,1.31337595,9.137071609,36.3
Aedu,5,9,Zero (== 0),19931,0,0,5.7
Aedu,5,9,< 0.5 (non-zero),66778,2.14577E-06,0.499997139,18.9
Aedu,5,9,0.5 to < Q3,137911,0.500000298,1.313369036,39.1
Agreenpub,1,1,Top 25% (>= Q3),447,4.918438435,8.415361404,11.9
Agreenpub,1,1,Zero (== 0),903,0,0,24
Agreenpub,1,1,< 0.5 (non-zero),335,0.001954317,0.499871433,8.9
Agreenpub,1,1,0.5 to < Q3,2070,0.500848651,4.906010628,55.2
Agreenpub,1,2,Top 25% (>= Q3),1046,4.91145277,25.22498512,5.1
Agreenpub,1,2,Zero (== 0),6567,0,0,32.1
Agreenpub,1,2,< 0.5 (non-zero),4444,9.30429E-05,0.49994421,21.7
Agreenpub,1,2,0.5 to < Q3,8427,0.500365794,4.901920319,41.1
Agreenpub,1,3,Top 25% (>= Q3),99,4.909709454,15.60590839,0.8
Agreenpub,1,3,Zero (== 0),5867,0,0,44.5
Agreenpub,1,3,< 0.5 (non-zero),2447,7.27177E-06,0.499722481,18.6
Agreenpub,1,3,0.5 to < Q3,4767,0.50007987,4.900832176,36.1
Agreenpub,1,4,Top 25% (>= Q3),389,4.963008881,39.9441452,10.9
Agreenpub,1,4,Zero (== 0),1819,0,0,50.9
Agreenpub,1,4,< 0.5 (non-zero),616,0.000288606,0.499210656,17.2
Agreenpub,1,4,0.5 to < Q3,750,0.500703275,4.879065514,21
Agreenpub,1,5,Top 25% (>= Q3),0,,,0
Agreenpub,1,5,Zero (== 0),2992,0,0,49.3
Agreenpub,1,5,< 0.5 (non-zero),682,0.000285149,0.499753952,11.2
Agreenpub,1,5,0.5 to < Q3,2400,0.500857294,3.780353069,39.5
Agreenpub,1,6,Top 25% (>= Q3),708,4.910751343,38.87989426,5.3
Agreenpub,1,6,Zero (== 0),3067,0,0,23
Agreenpub,1,6,< 0.5 (non-zero),2656,2.66433E-05,0.499394536,19.9
Agreenpub,1,6,0.5 to < Q3,6912,0.500007033,4.902597427,51.8
Agreenpub,2,1,Top 25% (>= Q3),3076,4.911431789,30.98266411,8.6
Agreenpub,2,1,Zero (== 0),5983,0,0,16.7
Agreenpub,2,1,< 0.5 (non-zero),6175,0.000116885,0.499850214,17.2
Agreenpub,2,1,0.5 to < Q3,20589,0.5000332,4.906936646,57.5
Agreenpub,2,2,Top 25% (>= Q3),2861,4.909209728,20.62047577,18.1
Agreenpub,2,2,Zero (== 0),2091,0,0,13.2
Agreenpub,2,2,< 0.5 (non-zero),2284,8.66652E-05,0.499785066,14.5
Agreenpub,2,2,0.5 to < Q3,8548,0.500138283,4.906281471,54.2
Agreenpub,2,3,Top 25% (>= Q3),365,5.067795753,23.97624207,11
Agreenpub,2,3,Zero (== 0),734,0,0,22.1
Agreenpub,2,3,< 0.5 (non-zero),628,0.005158067,0.499641895,18.9
Agreenpub,2,3,0.5 to < Q3,1599,0.500617623,3.843039751,48
Agreenpub,2,4,Top 25% (>= Q3),2045,4.909313679,24.33383942,8.2
Agreenpub,2,4,Zero (== 0),2631,0,0,10.5
Agreenpub,2,4,< 0.5 (non-zero),3606,0.000177205,0.499991298,14.4
Agreenpub,2,4,0.5 to < Q3,16729,0.500085473,4.907642841,66.9
Agreenpub,2,5,Top 25% (>= Q3),752,4.916473389,16.94065285,23.9
Agreenpub,2,5,Zero (== 0),264,0,0,8.4
Agreenpub,2,5,< 0.5 (non-zero),658,0.000866234,0.497614682,20.9
Agreenpub,2,5,0.5 to < Q3,1474,0.500685453,4.90776062,46.8
Agreenpub,2,6,Top 25% (>= Q3),1982,4.909840584,19.99437332,17.6
Agreenpub,2,6,Zero (== 0),879,0,0,7.8
Agreenpub,2,6,< 0.5 (non-zero),1755,8.38041E-05,0.499996245,15.6
Agreenpub,2,6,0.5 to < Q3,6643,0.500218928,4.903327942,59
Agreenpub,2,7,Top 25% (>= Q3),132,4.911913395,7.016478062,4
Agreenpub,2,7,Zero (== 0),433,0,0,13.1
Agreenpub,2,7,< 0.5 (non-zero),552,0.000582933,0.499370456,16.8
Agreenpub,2,7,0.5 to < Q3,2178,0.500873804,4.896221161,66.1
Agreenpub,3,1,Top 25% (>= Q3),0,,,0
Agreenpub,3,1,Zero (== 0),123,0,0,53
Agreenpub,3,1,< 0.5 (non-zero),78,0.001659989,0.496308386,33.6
Agreenpub,3,1,0.5 to < Q3,31,0.51021421,2.456209898,13.4
Agreenpub,3,2,Top 25% (>= Q3),220,4.910051346,7.305609703,4.8
Agreenpub,3,2,Zero (== 0),2779,0,0,61.2
Agreenpub,3,2,< 0.5 (non-zero),699,8.29101E-05,0.499804437,15.4
Agreenpub,3,2,0.5 to < Q3,845,0.500386119,4.890388489,18.6
Agreenpub,3,3,Top 25% (>= Q3),0,,,0
Agreenpub,3,3,Zero (== 0),1989,0,0,83.4
Agreenpub,3,3,< 0.5 (non-zero),367,0.001077652,0.487612963,15.4
Agreenpub,3,3,0.5 to < Q3,28,0.501616836,1.772007227,1.2
Agreenpub,3,4,Top 25% (>= Q3),0,,,0
Agreenpub,3,4,Zero (== 0),2290,0,0,86.3
Agreenpub,3,4,< 0.5 (non-zero),334,7.77841E-05,0.451796293,12.6
Agreenpub,3,4,0.5 to < Q3,31,0.556380868,3.681899786,1.1
Agreenpub,3,5,Top 25% (>= Q3),0,,,0
Agreenpub,3,5,Zero (== 0),410,0,0,73.2
Agreenpub,3,5,< 0.5 (non-zero),108,0.003794372,0.497826755,19.3
Agreenpub,3,5,0.5 to < Q3,42,0.501531959,0.836466968,7.5
Agreenpub,3,6,Top 25% (>= Q3),62,4.92150116,7.136929035,1.5
Agreenpub,3,6,Zero (== 0),2101,0,0,50.8
Agreenpub,3,6,< 0.5 (non-zero),1148,0.000116706,0.498995304,27.7
Agreenpub,3,6,0.5 to < Q3,827,0.500258744,4.898990631,20
Agreenpub,4,1,Top 25% (>= Q3),496,4.910394669,6.59106636,6.1
Agreenpub,4,1,Zero (== 0),1431,0,0,17.7
Agreenpub,4,1,< 0.5 (non-zero),927,0.001576364,0.499960005,11.5
Agreenpub,4,1,0.5 to < Q3,5220,0.500073254,4.897281647,64.7
Agreenpub,4,4,Top 25% (>= Q3),1879,4.909316063,20.92470741,16.3
Agreenpub,4,4,Zero (== 0),488,0,0,4.2
Agreenpub,4,4,< 0.5 (non-zero),935,0.000536382,0.49972111,8.1
Agreenpub,4,4,0.5 to < Q3,8204,0.500171185,4.903287888,71.4
Agreenpub,4,5,Top 25% (>= Q3),0,,,0
Agreenpub,4,5,Zero (== 0),102,0,0,15.5
Agreenpub,4,5,< 0.5 (non-zero),51,0.001549304,0.482082009,7.8
Agreenpub,4,5,0.5 to < Q3,504,0.508292794,1.727253914,76.7
Agreenpub,4,6,Top 25% (>= Q3),596,4.909071445,8.387877464,33.2
Agreenpub,4,6,Zero (== 0),2,0,0,0.1
Agreenpub,4,6,< 0.5 (non-zero),80,0.021711826,0.497680604,4.5
Agreenpub,4,6,0.5 to < Q3,1119,0.501925111,4.908100128,62.2
Agreenpub,4,7,Top 25% (>= Q3),26289,4.908667564,71.24925995,17
Agreenpub,4,7,Zero (== 0),8350,0,0,5.4
Agreenpub,4,7,< 0.5 (non-zero),20037,0.000107288,0.499993861,13
Agreenpub,4,7,0.5 to < Q3,99609,0.50004524,4.908401966,64.6
Agreenpub,4,8,Top 25% (>= Q3),3543,4.909241676,11.67128658,46.5
Agreenpub,4,8,Zero (== 0),260,0,0,3.4
Agreenpub,4,8,< 0.5 (non-zero),312,0.000948668,0.49919945,4.1
Agreenpub,4,8,0.5 to < Q3,3501,0.500083387,4.908326626,46
Agreenpub,5,5,Top 25% (>= Q3),6,5.164194107,5.233777046,25
Agreenpub,5,5,Zero (== 0),3,0,0,12.5
Agreenpub,5,5,< 0.5 (non-zero),0,,,0
Agreenpub,5,5,0.5 to < Q3,15,3.307254553,3.891648531,62.5
Agreenpub,5,6,Top 25% (>= Q3),5,5.227005005,6.970860481,6.6
Agreenpub,5,6,Zero (== 0),9,0,0,11.8
Agreenpub,5,6,< 0.5 (non-zero),14,0.003991783,0.449054658,18.4
Agreenpub,5,6,0.5 to < Q3,48,0.703703344,4.61794281,63.2
Agreenpub,5,7,Top 25% (>= Q3),7001,4.909312248,62.18818665,22.6
Agreenpub,5,7,Zero (== 0),966,0,0,3.1
Agreenpub,5,7,< 0.5 (non-zero),2493,0.000154853,0.499987304,8.1
Agreenpub,5,7,0.5 to < Q3,20450,0.500674367,4.907527924,66.2
Agreenpub,5,8,Top 25% (>= Q3),3180,4.908851624,11.06742096,37.2
Agreenpub,5,8,Zero (== 0),125,0,0,1.5
Agreenpub,5,8,< 0.5 (non-zero),695,0.00114888,0.499682605,8.1
Agreenpub,5,8,0.5 to < Q3,4542,0.500558376,4.908303738,53.2
Agreenpub,5,9,Top 25% (>= Q3),129961,4.908500195,143.5277405,36.9
Agreenpub,5,9,Zero (== 0),1884,0,0,0.5
Agreenpub,5,9,< 0.5 (non-zero),13278,4.58956E-06,0.499996126,3.8
Agreenpub,5,9,0.5 to < Q3,207381,0.500020087,4.908494473,58.8
Apubam,1,1,Top 25% (>= Q3),31,0.620742798,0.679567575,0.8
Apubam,1,1,Zero (== 0),3223,0,0,85.8
Apubam,1,1,< 0.5 (non-zero),372,0.000435829,0.498737991,9.9
Apubam,1,1,0.5 to < Q3,129,0.50090003,0.619091868,3.5
Apubam,1,2,Top 25% (>= Q3),1033,0.621133149,2.328047037,5
Apubam,1,2,Zero (== 0),16521,0,0,80.7
Apubam,1,2,< 0.5 (non-zero),2699,0.000129759,0.499934256,13.2
Apubam,1,2,0.5 to < Q3,231,0.50055629,0.620461464,1.1
Apubam,1,3,Top 25% (>= Q3),1050,0.621031582,5.732764721,8
Apubam,1,3,Zero (== 0),10762,0,0,81.7
Apubam,1,3,< 0.5 (non-zero),1179,0.000226676,0.499593675,8.9
Apubam,1,3,0.5 to < Q3,189,0.500024676,0.620569587,1.4
Apubam,1,4,Top 25% (>= Q3),191,0.621703029,1.030208468,5.3
Apubam,1,4,Zero (== 0),2658,0,0,74.4
Apubam,1,4,< 0.5 (non-zero),622,0.001247883,0.499145687,17.4
Apubam,1,4,0.5 to < Q3,103,0.500805855,0.619057894,2.9
Apubam,1,5,Top 25% (>= Q3),144,0.621057153,2.049113512,2.4
Apubam,1,5,Zero (== 0),5263,0,0,86.6
Apubam,1,5,< 0.5 (non-zero),637,0.000523806,0.499390841,10.5
Apubam,1,5,0.5 to < Q3,30,0.504257262,0.617450655,0.5
Apubam,1,6,Top 25% (>= Q3),1636,0.620990038,2.35856986,12.3
Apubam,1,6,Zero (== 0),10181,0,0,76.3
Apubam,1,6,< 0.5 (non-zero),1266,0.001481831,0.498841405,9.5
Apubam,1,6,0.5 to < Q3,260,0.500627875,0.620199978,1.9
Apubam,2,1,Top 25% (>= Q3),4254,0.620836973,2.27133584,11.9
Apubam,2,1,Zero (== 0),21895,0,0,61.1
Apubam,2,1,< 0.5 (non-zero),8077,1.22786E-05,0.499934554,22.5
Apubam,2,1,0.5 to < Q3,1597,0.500098228,0.620635509,4.5
Apubam,2,2,Top 25% (>= Q3),1733,0.621382236,5.103221893,11
Apubam,2,2,Zero (== 0),9206,0,0,58.3
Apubam,2,2,< 0.5 (non-zero),4039,0.00015831,0.499855101,25.6
Apubam,2,2,0.5 to < Q3,806,0.500224113,0.620428562,5.1
Apubam,2,3,Top 25% (>= Q3),898,0.621147275,7.932369709,27
Apubam,2,3,Zero (== 0),1940,0,0,58.3
Apubam,2,3,< 0.5 (non-zero),415,8.49962E-05,0.499761879,12.5
Apubam,2,3,0.5 to < Q3,73,0.502480865,0.613317132,2.2
Apubam,2,4,Top 25% (>= Q3),3114,0.620820284,2.436473608,12.5
Apubam,2,4,Zero (== 0),16908,0,0,67.6
Apubam,2,4,< 0.5 (non-zero),4307,5.78165E-05,0.499819279,17.2
Apubam,2,4,0.5 to < Q3,682,0.500407457,0.620491147,2.7
Apubam,2,5,Top 25% (>= Q3),653,0.620766163,3.283877611,20.7
Apubam,2,5,Zero (== 0),1598,0,0,50.8
Apubam,2,5,< 0.5 (non-zero),718,0.001155019,0.49949199,22.8
Apubam,2,5,0.5 to < Q3,179,0.501647949,0.619865894,5.7
Apubam,2,6,Top 25% (>= Q3),1874,0.621653616,2.640104771,16.6
Apubam,2,6,Zero (== 0),7519,0,0,66.8
Apubam,2,6,< 0.5 (non-zero),1514,8.82149E-06,0.499620438,13.4
Apubam,2,6,0.5 to < Q3,352,0.500056863,0.620220423,3.2
Apubam,2,7,Top 25% (>= Q3),871,0.623602092,2.235589981,26.4
Apubam,2,7,Zero (== 0),1706,0,0,51.8
Apubam,2,7,< 0.5 (non-zero),663,0.000487149,0.495594263,20.1
Apubam,2,7,0.5 to < Q3,55,0.500413239,0.616407812,1.7
Apubam,3,1,Top 25% (>= Q3),0,,,0
Apubam,3,1,Zero (== 0),106,0,0,45.7
Apubam,3,1,< 0.5 (non-zero),126,0.003747761,0.420704246,54.3
Apubam,3,1,0.5 to < Q3,0,,,0
Apubam,3,2,Top 25% (>= Q3),47,0.628388047,1.604862928,1
Apubam,3,2,Zero (== 0),4232,0,0,93.2
Apubam,3,2,< 0.5 (non-zero),225,0.000441074,0.499636233,5
Apubam,3,2,0.5 to < Q3,39,0.501312733,0.616136611,0.8
Apubam,3,3,Top 25% (>= Q3),19,0.623722196,0.923394442,0.8
Apubam,3,3,Zero (== 0),2145,0,0,90
Apubam,3,3,< 0.5 (non-zero),198,0.009052455,0.49966836,8.3
Apubam,3,3,0.5 to < Q3,22,0.503908515,0.601938128,0.9
Apubam,3,4,Top 25% (>= Q3),0,,,0
Apubam,3,4,Zero (== 0),2646,0,0,99.7
Apubam,3,4,< 0.5 (non-zero),9,0.012491643,0.411473036,0.3
Apubam,3,4,0.5 to < Q3,0,,,0
Apubam,3,5,Top 25% (>= Q3),0,,,0
Apubam,3,5,Zero (== 0),560,0,0,100
Apubam,3,5,< 0.5 (non-zero),0,,,0
Apubam,3,5,0.5 to < Q3,0,,,0
Apubam,3,6,Top 25% (>= Q3),10,0.629911184,0.967115164,0.2
Apubam,3,6,Zero (== 0),4052,0,0,97.9
Apubam,3,6,< 0.5 (non-zero),65,0.012692511,0.495940983,1.6
Apubam,3,6,0.5 to < Q3,11,0.502520502,0.617022514,0.3
Apubam,4,1,Top 25% (>= Q3),2511,0.620811105,3.130378723,31.1
Apubam,4,1,Zero (== 0),3517,0,0,43.6
Apubam,4,1,< 0.5 (non-zero),1533,0.000225782,0.49995923,19
Apubam,4,1,0.5 to < Q3,513,0.500005364,0.620692372,6.3
Apubam,4,4,Top 25% (>= Q3),1576,0.620986223,1.510087132,13.7
Apubam,4,4,Zero (== 0),4801,0,0,41.7
Apubam,4,4,< 0.5 (non-zero),4257,0.000127316,0.499897122,37
Apubam,4,4,0.5 to < Q3,872,0.500147641,0.620660961,7.6
Apubam,4,5,Top 25% (>= Q3),487,0.641045868,2.162099361,74.1
Apubam,4,5,Zero (== 0),77,0,0,11.7
Apubam,4,5,< 0.5 (non-zero),88,0.014346659,0.496570647,13.4
Apubam,4,5,0.5 to < Q3,5,0.547645986,0.589340568,0.8
Apubam,4,6,Top 25% (>= Q3),0,,,0
Apubam,4,6,Zero (== 0),827,0,0,46
Apubam,4,6,< 0.5 (non-zero),886,0.004790545,0.499685645,49.3
Apubam,4,6,0.5 to < Q3,84,0.500899076,0.582055569,4.7
Apubam,4,7,Top 25% (>= Q3),41911,0.620702982,7.504551888,27.2
Apubam,4,7,Zero (== 0),65999,0,0,42.8
Apubam,4,7,< 0.5 (non-zero),36702,1.22786E-05,0.499998629,23.8
Apubam,4,7,0.5 to < Q3,9673,0.500001311,0.620701253,6.2
Apubam,4,8,Top 25% (>= Q3),1856,0.620755434,2.114207745,24.4
Apubam,4,8,Zero (== 0),4105,0,0,53.9
Apubam,4,8,< 0.5 (non-zero),1219,6.44922E-05,0.499758959,16
Apubam,4,8,0.5 to < Q3,436,0.500285149,0.620634794,5.7
Apubam,5,5,Top 25% (>= Q3),6,0.644646049,0.715000153,25
Apubam,5,5,Zero (== 0),3,0,0,12.5
Apubam,5,5,< 0.5 (non-zero),15,0.374570966,0.443233848,62.5
Apubam,5,5,0.5 to < Q3,0,,,0
Apubam,5,6,Top 25% (>= Q3),3,0.767762721,0.804088414,3.9
Apubam,5,6,Zero (== 0),68,0,0,89.5
Apubam,5,6,< 0.5 (non-zero),4,0.004851937,0.429742754,5.3
Apubam,5,6,0.5 to < Q3,1,0.522717357,0.522717357,1.3
Apubam,5,7,Top 25% (>= Q3),8936,0.620902419,6.229258537,28.9
Apubam,5,7,Zero (== 0),13655,0,0,44.2
Apubam,5,7,< 0.5 (non-zero),7059,1.7345E-05,0.499972224,22.8
Apubam,5,7,0.5 to < Q3,1260,0.500085354,0.620472372,4.1
Apubam,5,8,Top 25% (>= Q3),2134,0.620862424,2.566696167,25
Apubam,5,8,Zero (== 0),3027,0,0,35.4
Apubam,5,8,< 0.5 (non-zero),2862,0.00019449,0.499872267,33.5
Apubam,5,8,0.5 to < Q3,519,0.500083208,0.620687842,6.1
Apubam,5,9,Top 25% (>= Q3),110162,0.62070632,14.09025383,31.3
Apubam,5,9,Zero (== 0),117178,0,0,33.2
Apubam,5,9,< 0.5 (non-zero),101606,5.126E-06,0.49999702,28.8
Apubam,5,9,0.5 to < Q3,23558,0.500005484,0.620700777,6.7
